,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
FF.0292.500,10,0,0,0,0,0,1,3,0,3,71,0,0,0,12,0,1,0,80,2,0,0,19,0,2,0,0,0,0,0,0,0,7,6,23,0,25,0,151,25,0,8,0,36,0,0,0,0,0,0,22,0,0,0,0,7,0,10,0,42,54,27,108,0,0,8,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,45,1,0,0,48,0,2,12,0,0,15,0,2,22,0,43,2,455,0,1,0,0,22,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,515,0,0,0,0
FF.0294.500,2,0,0,0,2,0,0,0,2,17,248,0,0,0,0,0,1,0,116,0,0,0,8,0,1,0,0,0,0,13,1,0,0,0,1,1,22,0,1,206,0,5,0,99,0,0,0,1,9,0,8,0,0,0,5,3,0,135,0,1,29,280,8,0,0,11,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,11,0,0,7,1,2,22,0,0,6,0,17,0,0,0,0,0,0,0,0,150,27,29,1,244,0,0,0,0,16,0,4,1,0,2,0,4,0,0,1,91,0,0,6,0,1,0,0,71,0,18,0,0
FF.0314.500,2,0,0,0,17,0,0,1,2,14,1,0,8,0,7,0,2,0,5,0,0,0,73,0,3,1,0,0,0,33,16,0,15,11,28,5,49,0,14,14,0,36,0,0,0,2,0,7,8,0,16,0,48,0,0,12,0,0,3,12,121,7,29,1,0,19,0,1,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,81,2,0,0,0,27,0,0,0,3,0,1,0,4,13,1,22,4,427,0,2,0,0,159,0,68,2,0,5,0,1,0,3,0,24,0,0,8,0,0,0,7,453,7,0,0,1
FF.0315.500,0,0,0,0,2,0,0,0,0,3,1,0,0,0,8,0,0,0,6,0,111,0,72,0,2,0,0,4,0,0,23,0,0,0,12,0,23,0,16,6,0,25,0,0,0,1,0,0,0,0,24,0,0,0,0,4,0,0,0,6,257,0,6,0,0,15,0,0,0,3,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,3,0,0,0,0,4,1,0,212,0,640,1,1,0,0,133,0,49,0,0,2,0,0,0,0,0,45,0,0,1,0,0,0,0,236,0,1,0,0
FF.0316.500,0,0,1,0,0,0,0,0,0,2,105,0,0,0,3,0,2,0,32,1,5,2,1,0,0,1,1,0,0,14,3,0,5,0,27,0,9,0,34,8,0,2,0,1,0,0,0,5,59,0,4,0,0,0,0,2,0,5,0,3,5,11,13,129,0,1,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,13,15,0,2,2,1,0,0,1,1,0,2,50,6,56,104,1,29,336,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,49,0,0,0,0,1,0,4,508,0,0,0,0
FF.0326.539,1,0,0,0,0,9,0,11,0,4,3,0,0,0,1,1,0,0,400,0,0,2,365,0,1,3,0,0,0,2,0,0,9,0,0,2,136,9,3,107,0,17,0,13,0,0,0,0,0,0,27,7,0,0,0,0,0,1,0,52,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,17,1,0,0,2,0,0,4,19,0,3,0,0,4,0,43,2,12,0,2,1,0,4,0,54,2,0,0,0,0,0,0,0,65,0,0,17,0,0,0,0,524,0,0,0,0
FF.0331.500,2,0,16,0,0,0,0,6,4,8,3,0,0,2,3,1,0,0,17,1,0,2,69,0,5,2,0,0,0,5,16,1,0,1,15,0,38,1,0,27,0,62,0,1,0,1,0,1,2,0,13,0,0,0,0,1,0,1,0,17,193,52,23,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,39,3,0,9,19,0,7,0,21,0,0,1,0,0,3,0,2,47,0,52,23,653,0,1,0,0,96,0,15,1,0,0,0,0,0,2,0,8,0,0,0,0,1,0,3,341,0,0,0,0
FF.0340.539,4,0,45,0,69,0,0,0,3,2,21,2,0,0,0,0,2,14,1,3,37,1,42,0,0,0,3,0,0,31,15,0,2,0,6,0,12,0,0,29,0,7,0,39,0,2,2,4,30,0,10,0,0,0,0,5,0,1,0,25,23,240,48,3,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,156,0,0,19,28,0,11,0,0,2,8,90,0,0,0,0,0,0,4,5,23,0,5,7,300,0,3,0,0,10,0,3,0,0,7,0,1,0,0,0,77,0,50,0,0,1,0,0,330,0,0,0,0
FF.0342.539,0,0,0,0,0,0,0,0,11,23,19,0,0,0,2,0,1,3,0,0,0,0,103,0,9,0,0,0,0,8,24,0,0,0,0,0,19,0,1,183,0,12,0,28,0,0,0,0,0,0,185,0,0,0,0,7,0,0,0,34,99,243,2,0,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,2,0,2,2,6,0,24,1,29,0,0,0,0,0,0,0,14,34,0,32,3,420,0,0,0,0,11,0,18,0,0,5,0,0,0,0,0,32,0,16,14,0,1,14,0,192,0,0,0,0
FF.0347.500,4,0,0,0,0,0,0,5,2,9,45,0,0,0,5,1,0,0,104,10,2,0,32,0,2,0,0,0,0,24,2,0,15,1,11,0,26,0,5,11,0,16,0,48,0,3,0,0,0,0,6,0,0,1,0,2,0,0,0,9,227,34,11,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,14,0,3,1,0,19,0,0,11,0,0,0,0,2,78,0,61,23,545,1,0,0,0,64,0,20,0,0,3,0,0,0,0,0,10,0,0,13,0,0,0,0,429,1,0,0,0
FF.0350.500,0,0,0,0,0,0,0,0,0,21,12,0,0,1,13,0,0,0,316,0,0,0,115,0,8,0,0,0,0,5,14,0,0,1,3,0,142,18,0,56,0,17,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,53,0,2,194,181,15,225,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,6,0,0,0,0,10,26,0,69,0,85,0,0,0,0,3,0,12,0,0,0,1,0,0,0,6,7,0,0,43,0,0,0,0,280,0,7,0,1
FF.0368.539,1,0,3,0,1,1,0,0,2,17,2,1,0,0,2,0,0,1,1,1,2,0,39,0,10,0,16,0,0,0,5,0,0,1,10,0,12,0,7,70,0,34,0,2,0,1,0,0,33,0,47,0,0,0,0,4,0,296,0,14,108,4,5,2,0,39,0,0,2,0,0,0,1,0,0,0,52,0,0,0,0,0,33,0,0,0,0,0,1,0,0,3,17,12,0,0,0,1,0,0,0,1,2,5,0,1,814,0,1,0,0,64,0,21,0,0,5,0,5,0,0,1,3,0,0,1,0,0,0,4,136,0,1,0,0
FF.0369.500,5,0,0,0,25,0,0,0,0,18,107,0,0,2,0,0,0,0,249,0,0,1,29,0,5,0,0,12,0,49,10,0,1,0,96,0,21,0,28,14,0,15,0,0,0,0,0,7,10,0,31,0,0,0,0,0,0,12,0,11,4,0,12,14,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,5,0,0,1,0,29,1,0,20,0,0,0,16,5,18,25,4,28,170,0,2,0,0,19,0,17,3,0,0,0,2,0,0,0,22,0,136,0,0,0,0,8,295,0,0,0,0
FF.0377.559,8,0,0,0,1,0,0,0,0,15,47,0,0,0,7,1,0,0,10,0,0,2,81,0,1,1,0,0,0,0,9,0,1,2,18,0,21,0,0,46,0,60,0,4,0,0,0,4,40,0,83,2,0,0,7,3,0,0,0,37,102,11,29,0,0,12,0,2,0,0,5,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,9,0,10,0,0,1,0,19,0,0,2,0,0,4,0,0,85,0,10,13,529,1,1,0,0,55,0,18,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,532,0,0,0,0
FF.0391.500,1,1,7,0,0,0,0,1,4,9,3,0,0,1,10,0,0,0,9,1,5,0,35,0,11,0,0,0,0,0,0,0,6,0,6,5,35,0,1,28,0,13,0,69,0,3,0,6,0,0,28,0,0,0,0,5,0,1,0,21,147,137,14,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,17,33,0,0,0,2,0,3,0,7,31,65,64,2,599,1,1,0,0,31,0,9,0,0,1,0,0,0,1,4,184,0,0,34,0,0,0,1,243,0,0,0,0
FF.0404.500,5,1,0,0,0,0,0,17,0,0,12,0,0,0,35,0,0,0,214,0,33,7,117,0,11,2,0,0,0,17,63,0,22,0,24,2,136,0,23,0,0,20,0,8,0,0,3,0,1,0,32,0,0,0,0,0,0,21,0,50,78,33,87,0,2,25,0,3,0,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,46,0,0,11,0,0,3,0,1,14,4,5,1,228,0,10,0,0,99,0,32,6,0,10,0,0,0,6,0,22,0,0,0,0,0,0,0,358,0,0,0,0
FF.0405.500,10,0,0,0,1,1,0,0,0,23,46,0,0,0,11,4,3,0,4,0,0,10,51,0,5,0,0,0,0,1,32,0,3,3,46,0,46,0,13,0,0,4,0,47,0,0,1,8,2,0,40,0,0,0,1,0,0,14,0,43,63,40,47,0,0,12,0,2,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,9,0,0,6,9,76,0,0,1,2,0,0,0,2,32,0,147,5,249,9,3,0,0,62,0,78,0,0,0,0,2,0,1,0,4,0,347,0,0,0,0,13,270,0,0,0,0
FF.0417.500,11,0,0,0,0,4,0,0,14,0,71,0,0,0,4,0,1,0,264,0,0,0,47,0,2,0,0,0,0,0,22,0,4,11,0,0,108,8,0,0,0,29,0,11,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,109,182,2,0,0,26,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,356,0,0,167,0,0,5,4,1,0,0,0,0,0,1,0,0,0,0,0,77,1,50,1,24,0,0,0,0,37,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,0,0,0
FF.0418.500,0,0,0,0,1,0,0,0,6,2,3,1,0,0,0,0,1,0,2,26,0,0,15,0,0,0,0,0,0,37,0,0,1,0,1,0,20,0,0,16,0,7,0,0,0,1,0,3,15,0,14,0,20,0,0,3,0,0,0,5,14,22,18,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,7,1,5,1,0,5,24,15,0,0,0,3,0,0,0,1,14,0,50,1,866,2,2,0,0,25,0,2,0,0,6,0,2,0,0,0,130,0,1,1,0,2,0,0,227,7,30,0,0
FF.0419.500,6,0,17,0,6,0,0,4,4,16,16,0,0,0,3,0,0,0,14,0,1,0,33,0,4,2,0,0,0,11,12,0,18,1,11,0,32,1,26,25,0,34,0,0,0,0,0,5,0,0,45,0,0,0,0,2,0,0,0,30,113,17,28,34,0,37,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,1,21,0,3,2,0,27,0,1,10,0,0,0,3,3,0,1,104,0,711,2,0,0,0,27,0,18,0,0,6,0,0,1,4,0,56,0,0,23,0,0,0,0,286,0,0,0,0
FF.0431.500,4,0,4,0,1,0,0,1,4,7,45,1,0,0,79,1,0,0,16,1,3,1,52,0,2,0,0,0,0,0,40,0,9,0,52,3,48,0,87,20,0,75,0,3,0,4,0,0,0,0,21,0,0,0,0,3,0,0,3,9,92,54,10,0,0,12,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,3,0,0,16,0,0,3,3,0,3,0,2,22,0,28,8,591,0,2,0,0,77,0,22,2,0,4,0,0,1,4,0,12,0,0,0,0,0,0,0,411,0,0,0,0
FF.0432.500,16,0,0,0,0,0,0,10,0,13,1,1,0,0,8,2,1,0,112,1,7,2,126,0,1,0,0,0,0,3,0,0,12,2,12,2,85,1,34,26,0,35,0,0,0,7,0,0,3,0,16,0,0,0,0,6,0,0,0,27,463,9,19,0,0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8,0,7,0,2,2,0,20,0,0,7,0,1,10,0,0,26,0,31,3,148,0,1,0,0,260,0,99,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,11,245,0,2,0,0
FF.0433.500,4,0,36,0,0,0,0,0,1,3,22,0,0,1,4,0,0,0,0,0,28,0,28,0,5,0,0,0,0,0,37,0,0,0,53,0,43,0,15,9,0,28,0,4,0,1,0,3,72,0,30,0,0,0,0,5,0,0,0,15,121,58,2,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,127,0,0,17,4,0,0,11,9,0,0,1,0,0,0,0,0,16,4,1,2,804,0,0,0,0,94,0,23,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,4,177,0,0,0,0
FF.0434.500,4,0,0,0,1,0,0,0,0,15,21,4,0,0,17,0,1,0,1,34,44,0,41,0,0,0,0,0,0,0,7,0,32,0,0,0,13,0,0,15,0,3,0,13,0,3,0,10,0,0,2,0,16,0,0,8,0,4,0,3,149,66,23,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,1,4,76,0,1,0,5,0,0,0,1,0,12,15,5,18,30,64,9,518,5,0,0,0,31,0,35,0,0,2,1,0,0,1,1,112,0,0,0,0,0,0,0,355,0,0,0,0
FF.0435.500,0,0,0,0,0,0,0,11,0,23,59,0,0,0,24,0,0,0,180,13,0,0,95,0,7,0,0,0,0,8,17,0,5,0,0,5,113,7,0,56,0,16,0,4,0,1,0,0,10,0,34,0,0,0,0,13,0,0,0,13,178,128,7,0,0,42,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,6,4,1,0,8,0,0,15,0,0,33,0,0,84,0,44,6,103,13,0,0,0,228,0,35,0,0,8,0,0,0,0,0,7,0,0,2,0,0,0,2,309,0,0,0,0
FF.0436.500,15,1,0,0,0,0,0,2,0,10,7,0,0,0,3,0,0,0,63,129,0,3,151,0,0,5,0,0,0,10,0,0,29,3,14,4,155,0,13,3,0,25,0,4,0,4,0,8,0,0,10,0,0,0,0,0,0,0,0,8,90,13,57,0,0,17,0,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,42,0,1,17,0,1,5,0,0,8,0,59,3,60,0,2,0,0,83,0,60,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,496,4,0,0,0
FF.0440.500,0,0,0,0,0,0,0,7,12,3,29,0,0,0,21,0,0,0,289,1,0,0,105,0,5,0,0,0,0,23,0,0,0,3,0,1,60,0,0,39,0,9,0,1,0,0,0,0,8,0,65,1,0,0,0,2,0,0,0,1,44,170,7,39,0,16,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,43,0,0,0,3,0,5,0,1,0,0,1,0,0,6,0,0,0,0,4,98,0,48,5,528,0,0,0,0,51,0,2,3,0,0,0,0,0,0,0,10,0,0,48,0,0,0,0,165,0,0,0,0
FF.0441.500,0,0,0,0,0,0,0,0,0,2,245,0,0,0,10,0,0,0,47,0,0,0,6,0,1,0,0,0,0,0,11,0,0,0,0,0,3,0,0,3,0,14,0,13,0,0,0,0,7,0,11,0,0,0,0,0,0,7,0,1,22,534,2,0,0,1,0,1,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,230,0,0,0,185,0,0,0,0,46,0,11,0,0,2,0,0,0,0,2,478,0,0,3,0,0,0,0,38,0,25,0,0
FF.0453.500,0,0,0,0,0,0,0,6,0,0,182,0,0,0,8,0,0,0,120,0,0,6,20,0,3,0,0,0,0,1,0,0,0,3,6,5,44,20,0,27,0,0,0,1,0,0,0,0,0,0,44,0,0,0,7,14,0,37,0,5,96,167,3,0,33,3,0,0,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,8,0,0,13,0,0,2,0,1,25,0,0,82,0,32,0,674,1,1,0,0,16,0,4,0,0,0,0,0,0,0,0,181,0,0,3,0,0,0,0,35,4,5,0,0
FF.0480.539,6,0,6,0,1,2,0,1,0,11,8,1,0,0,6,0,0,0,0,2,3,0,60,0,6,0,13,0,0,7,11,0,12,0,400,0,48,1,106,31,0,66,0,28,0,4,0,5,38,0,24,0,0,0,0,7,0,0,1,25,96,21,26,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,1,0,7,0,0,4,5,19,0,0,0,0,0,0,0,2,14,0,3,1,437,0,1,0,0,31,0,27,3,0,8,0,2,0,1,0,0,0,0,1,0,0,0,12,235,0,0,0,0
FF.0502.500,4,0,4,0,4,0,0,10,2,1,28,0,0,0,2,0,0,1,70,6,9,18,10,0,0,2,0,0,0,2,0,0,8,1,2,1,12,0,0,10,0,6,0,27,0,1,0,0,3,0,5,2,0,0,1,0,0,1,0,7,13,9,51,303,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,8,0,5,2,3,1,0,35,0,0,11,2,0,2,2,0,23,0,60,96,386,0,2,0,0,1,0,12,0,0,11,0,0,0,2,0,169,0,0,0,0,3,0,3,416,0,3,0,0
FF.0508.500,1,0,9,0,0,1,0,0,5,2,4,1,0,1,10,0,0,0,3,0,33,0,39,0,3,0,4,0,0,14,24,0,15,2,54,0,27,0,40,24,0,20,0,9,0,2,0,4,61,0,19,0,2,0,13,3,0,0,1,6,116,15,9,9,0,16,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,65,2,0,2,2,1,1,10,16,0,0,1,2,1,0,3,1,7,1,0,0,712,1,1,0,0,39,0,49,0,0,2,0,3,0,0,0,93,0,0,0,0,0,0,4,306,5,3,0,0
FF.0568.539,1,0,18,0,1,0,0,0,2,2,0,1,0,0,5,1,1,0,4,1,327,0,7,0,2,0,1,2,0,0,6,0,12,0,43,0,7,0,1,7,0,17,0,2,0,0,1,3,52,0,4,0,0,0,0,3,0,1,0,7,32,1,2,0,0,4,0,0,2,0,1,0,0,0,0,0,279,0,0,0,0,0,350,0,0,111,0,0,3,0,0,0,4,11,1,0,2,1,0,0,0,1,2,0,0,0,482,0,4,0,0,15,0,13,0,0,1,0,1,1,0,0,5,0,0,0,0,0,17,0,102,0,0,0,0
FF.0570.539,11,0,0,0,2,0,0,0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,20,0,5,1,3,2,0,4,14,0,1,3,20,0,16,0,10,18,0,32,0,19,0,2,0,4,36,0,27,0,13,0,2,2,0,0,3,16,103,25,7,0,0,11,0,1,7,2,8,1,3,0,0,0,1,0,0,0,0,0,29,0,0,54,2,1,4,1,0,8,6,30,0,0,1,7,0,0,7,2,38,4,23,1,616,1,1,0,0,350,0,91,7,0,0,0,5,0,0,0,7,0,0,0,0,1,0,0,215,0,1,0,0
FF.0605.500,3,0,6,0,0,0,0,3,0,19,6,0,0,0,8,0,0,2,8,0,0,0,56,0,8,0,0,1,0,0,53,0,1,1,0,0,61,0,0,29,0,13,0,24,0,12,0,0,0,0,67,0,0,0,0,4,0,0,0,10,152,8,8,0,0,22,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,27,1,0,5,0,26,0,0,1,0,0,0,0,0,7,0,107,1,863,3,2,0,0,56,0,8,0,0,9,0,13,0,0,0,11,0,0,1,0,0,0,0,241,0,0,0,0
HIV10,0,0,0,3,15,5,15,0,0,1868,0,0,2,0,2,0,20,0,3,0,5434,0,155,0,3,0,0,0,0,0,2,2,6,12,0,479,32,2,1,76,0,91,0,2,0,4,1,0,0,1,309,1,0,0,15,1043,0,28,0,8804,1,3,0,0,0,25,7,2,0,0,6,0,0,0,0,0,8,2,12,0,0,0,0,393,0,0,3,18,0,2,0,76,0,46,0,0,1,0,0,0,0,0,2,0,2,0,4,2,1,0,1,2,0,14,0,0,49,0,0,0,3,0,29,0,3,6,0,0,0,0,815,0,0,0,0
HIV12,0,0,0,7,50,1,4,0,0,2,0,0,0,0,0,1,0,4,3236,0,13,0,47,0,0,0,0,0,0,0,0,3,16,0,52,2169,452,0,2,2,0,5,0,1,62,0,0,0,0,0,23,0,0,25,9,0,0,6513,0,1,2,0,0,0,2,7,0,2,6,0,105,0,23,0,610,0,17,0,165,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,3,1,0,2,6,4,51,46,0,0,0,0,0,0,0,0,297,0,0,0,6,0,0,1,5374,0,275,0,0
HIV13,1,0,0,0,47,1,0,1,0,1727,0,0,0,0,4,0,0,0,16,0,4654,0,860,0,0,0,0,0,0,0,7,1,24,1,2,3489,145,0,1,94,0,14,0,1,0,4,0,0,0,0,1937,1,0,0,12,27,0,32,0,5007,5,0,0,1,1,84,4,9,0,0,36,1,4,0,3,1,4,2,7,2,1,0,0,20,0,0,0,2,0,0,0,3,0,28,0,0,1,0,1,0,0,0,0,0,0,0,6,11,0,0,15,97,3,53,0,0,11,0,0,0,1,0,49,0,1,6,0,0,0,0,1390,0,2,0,0
HIV16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,3,0,0,571,0,0,0,283,0,0,0,0,0,0,0,0,1484,129,3,92,94,351,0,19,0,9,24,0,0,120,0,0,0,0,0,1,0,0,37,44,0,0,5245,0,0,1,0,316,0,0,3224,0,0,3,0,7,0,0,0,233,0,2444,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100,4,434,0,0,0,0,0,0,0,2,1358,0,0,0,0,0,0,0,1182,0,0,0,0
HIV17,8,0,0,7,2,1,1,37,1,107,3,1,0,8,11,0,5,0,494,7,9,0,367,0,38,0,1,0,102,28,541,2,97,9,315,22,546,4,4,131,0,1066,0,0,0,2,0,19,231,1,162,0,0,0,5,44,0,546,0,105,3332,0,16,0,1,486,0,75,1,0,11,0,9,0,0,0,1523,1,0,7,1,0,0,0,0,0,0,11,0,0,0,18,7,1717,0,0,0,0,12,0,60,0,1,2,52,0,5718,1,17,1,4,134,0,88,4,0,7,41,48,0,6,6,29,0,0,3,0,0,0,4,1432,1,0,0,1
HIV18,15,0,0,0,72,0,0,116,0,14,0,0,0,1,1,0,1,1,286,122,65,1,90,0,0,0,0,0,84,0,130,15,2753,61,92,0,132,90,3,402,0,47,0,0,2,15,0,20,18,0,41,1,0,12,71,126,0,10344,0,81,21,0,36,0,0,467,0,44,1,0,5,0,5,0,0,10,25,1,0,11,9,0,0,0,0,0,0,6,0,0,0,179,8,2649,0,2,2,0,0,0,0,0,0,0,1,0,28,0,21,0,1,9,0,52,13,0,8,0,19,0,20,0,25,2,0,0,0,1,0,0,892,0,0,0,0
HIV19,2,0,0,0,3,0,3,115,0,0,3,0,0,0,1,1,0,2,2009,11,5089,3,34,0,3,19,0,0,11,0,0,2060,7,9,6,5,92,0,0,448,3,7,0,4,32,5,0,0,0,0,2,4,0,20,3360,0,0,3973,0,53,29,2,4,0,0,81,5,0,0,0,8,0,0,0,14,0,279,372,1,2,0,0,0,0,0,0,0,0,0,0,3,26,0,34,0,0,68,0,0,0,0,0,0,0,106,0,6,0,0,0,0,7,0,43,0,0,0,0,0,0,12,0,48,1,0,0,0,0,0,1,1234,0,73,0,0
HIV20,0,1,0,2,17,9,6,32,0,329,0,2,0,0,1,0,1,2,635,16,3139,0,359,0,0,1,0,0,9,0,1113,9,2,48,971,1,134,1,23,720,1,41,0,3,0,472,0,6,9,0,1004,7,0,3,20,473,0,20,1,68,250,0,0,0,0,1998,3,2,0,4,8,3,5,1,2,0,459,2559,2,6,0,0,0,5,0,0,0,0,0,0,4,379,0,34,0,0,100,0,1,2,0,0,2,0,2,0,2118,1,3,0,5,134,1,192,0,0,217,0,0,0,12,3,11,5,18,0,2,0,0,704,979,0,2,0,0
HIV21,0,0,0,0,23,0,0,1,0,0,1,0,0,0,1,0,0,6,475,0,6253,24,428,0,0,0,0,0,0,0,0,0,1,11,3,24,103,0,68,98,0,1,0,0,0,0,0,3,0,0,0,218,0,1,1005,0,0,74,0,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0,1,0,88,5,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,1,0,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,20,2,3,4,0,0,0,0,1,0,0,0,10553,0,0,0,4,0,0,0,177,0,126,0,0
HIV22,8,0,1,1,9,0,0,8,0,416,0,1,0,0,1,0,1,2,1039,0,314,3,201,0,1,1,116,0,10,0,814,14,1785,31,1,2,91,0,2,198,0,97,0,0,1,84,0,3,0,0,35,1,0,18,168,64,0,9287,2,0,1415,0,0,0,0,796,1,3,1,0,12,27,5,0,0,0,2,37,0,1,0,0,0,0,0,0,1,2,0,0,0,299,0,29,0,0,10,0,0,0,0,2,0,0,50,0,117,2,0,1,0,109,3,30,0,0,69,0,4,0,0,1,160,1,14,0,1,0,0,0,634,0,0,0,1237
HIV23,0,0,0,2,4,0,0,73,0,7,0,0,0,0,0,0,0,0,89,1,19,0,301,0,0,0,0,0,0,0,0,1,3,0,0,919,21,0,0,5,7,1,0,0,0,2,0,0,1,0,1,1,0,1,16728,0,0,65,0,0,24,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,311,0,0,0,0,0,0,0,0,0,5,0,1,1,2,1,0,34,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,1,389,0,0,0,0
